PH_NO,STATE,CITY,ROUND_TRIP
410-340-3999,CA,Escondido,Y
760-440-6643,MI,Ann Arbor,N
734-296-2760,NY,Albany,N
518-268-9724,LA,Alexandria,N
318-884-2298,FL,Brandon,Y
813-811-7706,MS,Gulfport,Y
228-484-7528,HI,Honolulu,Y
808-793-9579,MO,Saint Louis,Y
314-397-9090,OH,Cleveland,N
216-716-4063,MD,Glen Burnie,N
410-745-4905,AK,Anchorage,Y
907-602-5597,FL,Morriston,Y
352-694-6606,PA,Philadelphia,Y
215-578-6216,NY,Farmingdale,Y
516-268-1977,FL,Winter Park,Y
407-708-1074,RI,Pawtucket,Y
401-348-1333,CA,Rancho Mirage,N
760-629-4807,MD,Leonardtown,N
301-290-4432,CT,Bridgeport,N
203-333-5466,CO,Colorado Springs,Y
719-906-7984,IL,Naperville,Y
630-947-4495,CA,Los Angeles,Y
323-877-4676,NJ,Sussex,Y
973-619-7436,FL,Miami,N
305-289-2474,CO,Colorado Springs,N
719-792-3982,NJ,Newark,Y
973-775-2650,FL,Gainesville,Y
352-527-5876,TX,San Antonio,Y
210-877-5429,NY,New York,Y
212-669-7048,IN,Evansville,Y
812-463-6513,CA,San Diego,Y
858-391-9270,NJ,Belleville,N
973-767-2215,MD,Cockeysville,N
410-591-7805,PA,Broomall,N
610-717-2366,NY,New York,Y
212-977-7251,MI,Sterling Heights,Y
586-875-4748,WI,Madison,Y
608-368-6791,KY,Bowling Green,Y
270-237-2606,PA,Hatfield,N
215-835-8196,PA,Erie,N
814-523-5918,AZ,Phoenix,Y
602-957-4379,MD,Berlin,Y
410-341-1672,MA,Worcester,Y
508-890-4851,PA,Broomall,Y
610-898-1483,NJ,South River,Y
732-806-5580,MD,Baltimore,Y
410-906-2396,MI,Grand Haven,N
616-745-1002,CA,Los Angeles,N
213-975-5734,CA,San Clemente,N
949-202-8815,NC,Durham,Y
919-339-3248,AL,Birmingham,Y
205-868-7958,NY,New Windsor,Y
845-248-8804,ME,Bangor,Y
207-538-9155,TX,Irving,N
972-771-3979,MI,Saint Joseph,N
269-267-7435,NY,New York,Y
212-480-9748,VA,Annandale,Y
703-464-8921,IL,Kankakee,Y
815-303-5475,NY,Hauppauge,Y
631-578-5243,OH,Akron,Y
330-522-3763,CA,San Jose,Y
408-580-8651,WI,Milwaukee,N
414-690-2137,GA,Atlanta,N
770-650-1975,NJ,Rockaway,N
973-510-9289,KY,Louisville,Y
502-658-8463,MI,Livonia,Y
734-249-1343,VA,Springfield,Y
703-405-1435,TX,Edinburg,Y
956-857-2068,NY,Syracuse,N
315-262-4314,CO,Denver,N
303-348-9886,OK,Tulsa,Y
918-380-1769,CO,Colorado Springs,Y
719-994-2832,MA,Southbridge,Y
508-348-9900,NJ,Martinsville,Y
908-361-9786,FL,Jacksonville,Y
904-736-4208,AR,Little Rock,Y
501-747-2106,TX,Waco,N
254-834-9588,NJ,Riverside,N
856-845-8551,CA,Escondido,N
760-578-2124,MA,Brewster,Y
508-226-4053,MD,Rosedale,Y
410-274-8771,CA,El Cajon,Y
619-968-6011,WI,Shawano,Y
715-692-3767,PA,Reading,N
610-305-3257,CA,Burbank,N
818-367-2784,NJ,Morristown,Y
973-494-9560,GA,Marietta,Y
770-705-9559,PA,Pen Argyl,Y
610-230-4568,NY,Lynbrook,Y
516-864-3614,AZ,Phoenix,Y
602-909-7682,OH,Akron,Y
330-874-8960,CA,Santa Fe Springs,N
562-442-7600,OH,Cincinnati,N
513-781-7388,CA,Westminster,N
714-285-6304,OR,Salem,Y
503-367-6632,MD,Reisterstown,Y
410-618-2905,NJ,Paterson,Y
973-964-3450,TX,Dallas,Y
214-950-4401,IN,Plainfield,N
317-561-7188,CA,Sausalito,N
415-224-6303,OH,Mansfield,Y
419-240-6783,NJ,Jersey City,Y
201-409-2040,NY,Syracuse,Y
315-493-2553,OH,Sylvania,Y
419-681-8257,IN,Indianapolis,Y
317-975-6461,WV,Princeton,Y
304-906-1130,CA,San Luis Obispo,N
805-742-9555,MI,Utica,N
586-262-6484,TX,Dallas,N
214-301-7789,MS,Biloxi,Y
228-819-7548,WV,Bluefield,Y
304-515-8552,FL,Pensacola,Y
850-292-6222,NJ,Berlin,Y
856-237-7526,AK,Anchorage,N
907-249-2354,NJ,Linden,N
908-458-4298,NY,Staten Island,Y
718-767-4841,CA,San Jose,Y
408-753-6772,WI,Milwaukee,Y
414-950-8108,IL,Des Plaines,Y
847-759-1325,OH,Maumee,Y
419-405-2037,NE,Omaha,Y
402-832-1347,NY,Millbrook,N
845-828-1613,NY,Uniondale,N
516-514-7693,AZ,Phoenix,N
602-981-6494,VT,Pittsford,Y
802-604-2496,CA,Escondido,Y
760-454-1034,HI,Kaneohe,Y
808-731-9555,AK,Anchorage,Y
907-536-6694,ID,Idaho Falls,N
208-990-1486,RI,Warwick,N
401-424-5479,CA,North Hollywood,Y
818-570-1404,FL,Miami,Y
305-220-1006,NJ,Somerville,Y
908-516-3756,MA,Worcester,Y
508-205-1180,MA,Tewksbury,Y
978-498-5545,AZ,Phoenix,Y
602-958-6086,NC,Mount Airy,N
336-323-3254,TX,Fort Worth,N
817-356-7452,CA,Van Nuys,N
818-745-9665,CA,San Jose,Y
408-590-5166,NJ,Caldwell,Y
973-201-5665,WY,Cheyenne,Y
307-507-6812,CO,Canon City,Y
719-586-8023,FL,Miami,N
305-201-7287,AL,Huntsville,N
256-980-1546,AZ,Phoenix,Y
602-661-6737,OH,Mount Vernon,Y
740-624-7482,MI,Southfield,Y
248-435-6594,CA,Monterey,Y
831-330-3995,FL,Tampa,Y
813-348-9046,MN,Minneapolis,Y
612-221-6264,CA,Emeryville,N
510-507-3278,NY,Albany,N
518-916-8089,CA,Santa Fe Springs,N
562-370-5090,MS,Jackson,Y
601-839-6427,TX,Dallas,Y
214-243-1836,GA,Augusta,Y
706-942-4887,NY,Brooklyn,Y
718-427-2820,NJ,Elizabeth,N
908-692-7334,NY,Bronx,N
718-487-9993,NY,Long Island City,Y
718-973-7085,MO,Florissant,Y
314-784-6345,NY,Staten Island,Y
718-835-2645,CA,San Francisco,Y
415-214-5749,PA,Philadelphia,Y
215-636-8638,IL,Chicago,Y
773-415-2844,CA,San Francisco,N
415-373-5495,CA,Burlingame,N
650-280-9183,NJ,Northfield,N
609-867-8389,GA,Warner Robins,Y
478-659-6285,CA,Los Angeles,Y
323-853-5519,ME,Bangor,Y
207-788-2831,CA,Los Angeles,Y
310-355-5005,WA,Lynnwood,N
425-878-4831,NY,Commack,N
631-702-4284,NJ,Edison,Y
732-352-6467,CT,North Haven,Y
203-592-7668,AK,Anchorage,Y
907-239-9708,FL,Tampa,Y
813-735-9163,NJ,Marmora,Y
609-729-7988,CA,Ventura,Y
805-946-3923,MI,Kalamazoo,N
269-860-9189,VT,Saint Albans,N
802-837-9405,CA,Santa Cruz,N
831-662-9933,MA,Manchester,Y
978-830-3014,OR,Beaverton,Y
503-883-9380,NC,Greenville,Y
252-368-5723,MA,New Bedford,Y
508-513-8712,OH,Cincinnati,N
513-968-7645,CA,Riverside,N
951-614-9289,CA,San Carlos,Y
650-663-3514,OR,Beaverton,Y
503-337-5982,CA,Los Angeles,Y
310-868-8492,GA,Atlanta,Y
770-277-9447,OR,Bend,Y
541-845-2166,FL,West Palm Beach,Y
561-713-7422,IL,Chicago,N
773-586-2768,VA,Fairfax,N
703-435-7465,MI,Rockford,N
616-574-1725,PA,Philadelphia,Y
215-757-5086,NJ,Livingston,Y
973-928-3538,NY,Syracuse,Y
315-844-9153,NC,Aberdeen,Y
910-475-8613,TX,Richardson,N
972-234-1339,NJ,Lakewood,N
732-534-7105,FL,Daytona Beach,Y
386-461-2414,CA,Encino,Y
818-947-4860,IL,Northbrook,Y
847-487-7828,PA,Pennsburg,Y
215-591-6785,OR,Portland,Y
503-437-8082,IL,Schaumburg,Y
847-590-2005,PA,Marshalls Creek,N
570-280-3870,MN,Minneapolis,N
612-565-4787,IN,Richmond,N
765-843-6938,PA,Scranton,Y
570-958-3591,AZ,Tempe,Y
480-353-2195,CA,Sacramento,Y
916-689-9634,CT,Ridgefield,Y
203-273-9335,NJ,Edison,N
732-920-6354,OH,Cleveland,N
440-221-7258,HI,Honolulu,Y
808-900-5633,WY,Cheyenne,Y
307-738-8765,IL,Chicago,Y
773-910-2557,NC,Pittsboro,Y
919-751-4750,WA,Seattle,Y
206-575-1503,CA,Hayward,Y
510-393-5766,PA,Philadelphia,N
215-544-8972,IN,Evansville,N
812-387-8661,NY,New York,N
212-212-7757,KY,Louisville,Y
502-763-9237,NJ,Hackensack,Y
201-961-4025,AZ,Phoenix,Y
602-897-4928,NY,Yonkers,Y
914-933-7229,PA,Reading,N
610-496-6087,TX,North Richland Hills,N
817-774-1047,OR,Eugene,Y
541-787-7636,NJ,Lakewood,Y
732-718-3719,VA,Williamsburg,Y
757-429-2720,CA,Campbell,Y
408-621-7545,NC,Durham,Y
919-822-2553,CO,Golden,Y
303-592-9653,NJ,Haddonfield,N
856-685-7878,DC,Washington,N
202-634-9227,OH,Cincinnati,N
513-220-7680,MI,Troy,Y
248-644-9104,CA,Stockton,Y
209-945-9965,CA,Compton,Y
310-275-4678,ID,Troy,Y
208-519-4997,CA,San Jose,N
408-248-5363,CA,Los Angeles,N
310-817-6806,NJ,Trenton,Y
609-482-1518,OH,Alliance,Y
330-991-3015,IL,Chicago,Y
312-281-9575,LA,Metairie,Y
504-555-5245,PA,West Chester,Y
610-941-9965,MI,Warren,Y
586-820-6387,NM,Albuquerque,N
505-692-4520,TX,Waco,N
254-316-1805,MA,Pembroke,N
781-837-1788,CA,San Francisco,Y
415-887-3614,MI,Detroit,Y
313-218-4532,NJ,Morristown,Y
973-533-6256,CA,San Jose,Y
408-972-2420,MI,Spring Lake,N
616-252-9656,MD,Silver Spring,N
301-546-7147,CA,Riverside,Y
951-590-1410,CA,Livermore,Y
925-934-2218,IL,Chicago,Y
312-331-5289,NY,Brentwood,Y
631-679-3729,CO,Denver,Y
303-870-8992,CA,San Diego,Y
858-656-3337,CA,Oroville,N
530-705-5551,IL,Evanston,N
847-659-3430,MO,Centralia,N
573-596-5878,NJ,Flemington,Y
908-626-2059,AK,Anchorage,Y
907-594-8161,TX,Rosenberg,Y
281-758-8124,AK,Anchorage,Y
907-966-4380,TX,Dallas,N
214-335-1993,OK,Oklahoma City,N
405-816-5582,CT,Cheshire,Y
203-223-3247,NC,Charlotte,Y
704-675-9564,HI,Honolulu,Y
808-364-6828,MI,Saginaw,Y
989-421-2208,WY,Riverton,Y
307-826-2251,MN,Minneapolis,Y
612-265-5441,NY,New York,N
212-423-7830,FL,Panama City Beach,N
850-875-2707,NJ,Asbury Park,N
732-959-1800,CA,Hayward,Y
510-235-6102,IL,Chicago,Y
312-580-4109,VA,Richmond,Y
804-679-8533,CA,Temecula,Y
951-333-5993,NV,Las Vegas,N
702-735-7946,MD,Preston,N
410-614-1499,CO,Colorado Springs,Y
719-992-2103,AZ,Phoenix,Y
602-706-3372,CA,San Jose,Y
408-235-1396,OH,Cincinnati,Y
513-821-2611,PA,Scranton,Y
570-533-9283,OK,Tulsa,Y
918-795-7093,LA,Lafayette,N
337-935-9801,TX,Houston,N
713-986-3094,AZ,Phoenix,N
602-761-7033,PA,Philadelphia,Y
215-584-5558,NY,Staten Island,Y
718-358-4780,IL,Chicago,Y
773-869-8267,FL,Tallahassee,Y
850-836-8961,HI,Honolulu,N
808-514-6645,NJ,Penns Grove,N
856-397-4962,TX,Beaumont,Y
409-445-1528,CA,Hayward,Y
510-682-9671,CA,Harbor City,Y
310-569-7157,NJ,Bloomfield,Y
973-800-6682,MT,Billings,Y
406-748-7685,OH,Akron,Y
330-787-3003,NY,Long Island City,N
718-316-5603,TX,Austin,N
512-906-2233,IL,Hinsdale,N
630-434-3206,IL,Elk Grove Village,Y
847-513-7705,CA,San Jose,Y
408-776-3068,MA,Boston,Y
617-584-5282,CA,San Diego,Y
619-589-7682,CA,Santa Rosa,N
707-879-4720,TX,Rowlett,N
972-703-5936,NJ,Woodbridge,Y
732-453-8608,NJ,Newfoundland,Y
973-398-7717,CO,Englewood,Y
303-478-6895,IN,Elkhart,Y
574-315-6353,CA,Long Beach,Y
562-430-3870,NY,New York,Y
212-860-7250,MO,Kansas City,N
816-588-1360,OK,Tulsa,N
918-785-8538,CO,Castle Rock,N
303-689-4360,WA,Yakima,Y
509-231-7623,CA,Anaheim,Y
714-473-6231,PA,Philadelphia,Y
215-293-3963,OK,Oklahoma City,Y
405-697-9343,IL,Peoria,N
309-670-2443,IL,Chicago,N
773-604-3455,NY,Goshen,Y
845-275-8414,MI,Southfield,Y
248-866-1814,TX,McKinney,Y
972-401-2056,CA,Baldwin Park,Y
626-363-8827,CA,Los Angeles,Y
323-610-3553,IL,Schaumburg,Y
847-542-5340,OH,Youngstown,N
330-507-4280,CA,Van Nuys,N
818-519-9176,CA,Santa Ana,N
714-720-6038,PA,Pottsville,Y
570-718-4599,DC,Washington,Y
202-788-3170,PA,Philadelphia,Y
215-834-3195,LA,Westlake,Y
337-776-8918,CA,Hayward,N
510-664-9915,VA,Mc Lean,N
703-639-9828,FL,San Mateo,Y
386-716-4895,HI,Honolulu,Y
808-793-3317,NJ,Middlesex,Y
732-390-9684,CA,Anaheim,Y
714-294-2862,CA,Grass Valley,Y
530-392-4326,IL,Chicago,Y
312-795-4826,MI,Flint,N
810-832-2853,CA,Valencia,N
661-382-4533,NM,Albuquerque,N
505-641-3119,AZ,Mesa,Y
480-860-4950,CA,Stockton,Y
209-791-1699,OH,Youngstown,Y
330-505-6509,WV,Martinsburg,Y
304-863-1753,CA,Costa Mesa,N
949-430-4085,NY,New York,N
212-659-6225,NY,Hauppauge,Y
631-906-1085,WY,Cody,Y
307-479-4959,CA,San Francisco,Y
415-739-2347,TX,Irving,Y
972-310-5489,NC,Greensboro,Y
336-574-7199,NJ,Hackensack,Y
201-225-9360,CA,San Carlos,N
650-480-9135,HI,Aiea,N
808-851-3295,TX,Lancaster,N
972-583-1141,CA,San Francisco,Y
415-630-4285,PA,Willow Grove,Y
215-750-8012,FL,Tampa,Y
813-568-7542,LA,New Orleans,Y
504-722-7935,CA,Santa Ana,N
714-317-2482,MD,Towson,N
410-457-4768,NC,Henderson,Y
252-895-3815,NJ,Martinsville,Y
908-892-4906,MO,Kansas City,Y
816-987-2294,CA,Campbell,Y
408-990-8888,NY,Commack,Y
631-275-4608,FL,Windermere,Y
407-994-7751,NJ,Plainfield,N
908-747-5513,OH,Toledo,N
419-517-6832,NV,Sparks,N
775-863-8879,NJ,Riverside,Y
856-682-7886,MI,Detroit,Y
313-799-8548,SC,Columbia,Y
803-468-4635,CA,Los Angeles,Y
310-514-1837,NH,Kingston,N
603-695-6094,TX,Houston,N
713-819-2082,CO,Boulder,Y
303-403-1237,LA,Harvey,Y
504-247-2665,NV,Las Vegas,Y
702-815-9596,PA,Scranton,Y
570-752-3873,PA,Narberth,Y
610-705-8385,NJ,Maywood,Y
201-835-8543,FL,Miami,N
305-575-8148,NC,High Point,N
336-339-8366,NC,Raleigh,N
919-899-7322,PA,Norristown,Y
610-632-7707,MI,Madison Heights,Y
248-342-9547,NJ,East Rutherford,Y
201-269-6360,TX,Austin,Y
512-473-7592,MA,Haverhill,N
978-458-4501,MI,New Baltimore,N
586-444-9803,IN,Michigan City,Y
219-390-1577,VA,Blue Ridge,Y
540-898-5651,DE,Wilmington,Y
302-522-4304,CA,Bakersfield,Y
661-560-7359,CA,Paramount,Y
562-473-4343,NY,New York,Y
212-403-4882,WI,Kiel,N
920-272-4970,WA,Yakima,N
509-223-2517,FL,Boca Raton,N
561-384-3119,CA,Modesto,Y
209-350-2537,NY,Long Island City,Y
718-399-1399,PA,Broomall,Y
610-439-3845,CA,La Puente,Y
626-356-3761,OR,Bend,N
541-388-5817,PA,Lancaster,N
717-581-5060,IN,South Bend,Y
574-301-1974,NV,Reno,Y
775-794-8170,PA,Philadelphia,Y
215-390-8946,OH,Youngstown,Y
330-789-4177,PA,Abington,Y
215-374-6241,CA,Stockton,Y
209-488-3583,AZ,Phoenix,N
602-805-5674,CA,San Francisco,N
415-792-9761,CA,Union City,N
510-582-3286,CA,Santa Clara,Y
408-574-5145,AK,Fairbanks,Y
907-251-9049,OR,Clackamas,Y
503-549-8595,CA,Santa Monica,Y
310-594-6602,KS,Shawnee,N
913-262-1756,VA,Sterling,N
703-660-8064,MA,Everett,Y
617-786-8735,AZ,Phoenix,Y
602-490-1030,TX,Dallas,Y
214-979-4910,WA,Vashon,Y
206-465-7105,NJ,Wildwood,Y
609-938-6109,GA,Gainesville,Y
770-670-6087,CA,San Francisco,N
415-827-9860,IN,Fort Wayne,N
260-698-3128,NJ,Princeton,N
609-820-3568,CA,Hayward,Y
510-832-2484,CO,Englewood,Y
303-786-3043,NY,Staten Island,Y
718-835-2462,TX,Fort Worth,Y
817-356-6906,TX,Houston,N
713-866-1675,MI,Flint,N
810-936-9681,IN,Daleville,Y
765-921-8112,OH,Canton,Y
330-377-6523,AZ,Phoenix,Y
602-530-9512,KY,Lexington,Y
859-222-3288,CA,Northridge,Y
818-273-8267,PA,Media,Y
610-257-8079,CA,Scotts Valley,N
831-552-2493,NJ,Edison,N
732-652-9364,NJ,Deptford,N
856-325-6986,NM,Clovis,Y
505-592-3513,NY,New York,Y
212-635-5868,AZ,Phoenix,Y
602-375-8965,NY,Bronx,Y
718-739-3509,CA,Los Angeles,N
323-255-2546,TX,Temple,N
254-511-7144,TX,Irving,Y
972-884-7362,MD,Baltimore,Y
410-629-9900,ID,Idaho Falls,Y
208-675-5878,NY,Staten Island,Y
718-640-7065,PA,Pittsburgh,Y
412-616-2062,NY,Rochester,Y
585-496-5181,CO,Colorado Springs,N
719-358-5039,MI,Three Rivers,N
269-281-8263,NY,New York,N
212-273-6591,FL,Apopka,Y
407-638-8103,MA,Springfield,Y
413-295-5290,TX,McKinney,Y
972-466-4001,CA,San Jose,Y
408-689-4446,TX,Abilene,N
325-779-9300,IL,Melrose Park,N
708-694-2963,LA,Lafayette,Y
337-911-2069,TX,Spring,Y
281-754-3352,FL,Safety Harbor,Y
727-876-2175,SC,Mc Bee,Y
843-972-4704,NJ,Hackensack,Y
201-917-4842,MA,Springfield,Y
413-963-6794,CA,Los Angeles,N
213-547-4274,FL,Vero Beach,N
772-679-1232,LA,Lafayette,N
337-635-4912,NJ,Wayne,Y
973-471-1145,ME,Bangor,Y
207-216-9310,FL,Hudson,Y
727-709-4212,NC,Greensboro,Y
336-484-7671,TX,Dallas,N
972-349-7635,OK,Lawton,N
580-217-5562,MO,Saint Louis,Y
314-411-4382,MI,Niles,Y
269-521-5364,MD,Lutherville Timonium,Y
410-384-9319,CA,Santa Ana,Y
714-401-7068,OK,Tulsa,Y
918-217-5661,MD,Bel Air,Y
410-677-2947,HI,Honolulu,N
808-963-9158,CA,Riverside,N
951-428-8963,NJ,Browns Mills,N
609-872-8745,PA,Philadelphia,Y
215-932-9447,MA,Adams,Y
413-325-7890,WA,Seattle,Y
206-271-6508,NJ,Jersey City,Y
201-653-4211,PA,Clarks Summit,N
570-310-2503,MI,Flint,N
810-998-9077,CA,Napa,Y
707-377-3415,CO,Denver,Y
303-220-6952,IL,Glenview,Y
847-332-9768,HI,Honolulu,Y
808-858-4486,NE,Omaha,Y
402-472-4355,AZ,Phoenix,Y
602-598-6058,NJ,Little Falls,N
973-656-5321,WA,Spokane,N
509-515-5579,PA,Glenside,N
215-340-6810,NY,Medford,Y
631-627-3813,TX,Houston,Y
281-233-7274,FL,Tampa,Y
813-587-2756,NY,Woodside,Y
718-839-4415,OH,Dayton,N
937-333-5670,CA,Torrance,N
310-227-8536,NJ,Newark,Y
973-953-2523,FL,Homestead,Y
305-406-4307,CA,Los Angeles,Y
323-830-9612,NJ,Passaic,Y
973-609-5196,CT,East Haven,Y
203-493-9797,CA,Costa Mesa,Y
949-963-2278,CA,Los Angeles,N
323-483-6607,TX,Wichita Falls,N
940-293-8949,MO,Saint Louis,N
314-877-7188,FL,Jacksonville,Y
904-459-1137,NJ,Bloomfield,Y
973-361-4589,CA,Harbor City,Y
310-487-2315,DC,Washington,Y
202-757-6852,GA,Atlanta,N
404-692-2681,NC,Jamestown,N
336-556-9416,PA,Philadelphia,Y
215-650-8889,NV,Las Vegas,Y
702-287-2521,MI,Grand Rapids,Y
616-929-5577,MD,Baltimore,Y
410-504-5947,CA,San Leandro,Y
510-376-6407,PA,Lancaster,Y
717-978-5899,NY,Maspeth,N
718-985-6945,NY,Great Neck,N
516-962-8936,WI,Green Bay,N
920-931-6975,OH,Canton,Y
330-324-7957,NY,New York,Y
212-919-6516,CO,Denver,Y
303-673-7547,NM,Farmington,Y
505-206-9075,PA,Chester,N
610-219-5223,TN,Gallatin,N
615-957-5802,FL,Palm Harbor,Y
727-721-7020,MI,Grand Haven,Y
616-860-8436,NY,Mineola,Y
516-955-3841,TX,Abilene,Y
325-211-5383,CO,Englewood,Y
303-424-7569,CA,Stockton,Y
209-495-6383,NJ,Livingston,N
973-339-3969,IN,Indianapolis,N
317-999-1159,IL,Chicago,N
773-797-6751,WI,Madison,Y
608-931-8831,OK,Oklahoma City,Y
405-503-2508,IN,Anderson,Y
765-207-9227,NC,Greensboro,Y
336-659-2782,VT,Colchester,N
802-603-3080,NJ,Englewood,N
201-624-6506,NJ,Mount Arlington,Y
973-912-6111,NV,Reno,Y
775-907-1671,CA,San Leandro,Y
510-351-9207,MD,Baltimore,Y
410-251-9109,OK,Tulsa,Y
918-654-8318,AZ,Tempe,Y
480-728-7557,FL,Hialeah,N
305-811-4698,FL,Fort Pierce,N
772-470-1418,RI,Warwick,N
401-864-5364,NY,Port Washington,Y
516-249-5791,CA,Los Angeles,Y
310-476-7766,SC,Florence,Y
843-658-5717,DC,Washington,Y
202-425-4308,MI,Lansing,N
517-404-7838,PA,Philadelphia,N
215-815-1964,CO,Colorado Springs,Y
719-562-4165,NJ,Little Falls,Y
973-597-7439,IN,Indianapolis,Y
317-859-6120,CA,Northridge,Y
818-208-5896,OH,Chagrin Falls,Y
440-551-5383,NY,Brooklyn,Y
718-427-1884,PA,Reading,N
610-800-6221,NJ,Hackensack,N
201-268-3106,CO,Denver,N
303-785-4961,PA,Kingston,Y
570-692-6850,CA,Berkeley,Y
510-263-8804,LA,Lafayette,Y
337-683-1059,MI,Plymouth,Y
734-477-1661,UT,Salt Lake City,N
801-361-4245,NJ,Edison,N
732-724-1033,PA,Philadelphia,Y
215-851-9774,NJ,Fairfield,Y
973-658-3013,NJ,Bayonne,Y
201-423-1839,WI,Milwaukee,Y
414-589-9252,OH,Strongsville,Y
440-710-9406,NJ,Northfield,Y
609-903-7081,WI,Brookfield,N
262-707-1786,IL,Elmhurst,N
630-910-9115,NJ,Martinsville,N
908-886-5357,MD,Baltimore,Y
410-760-7437,NY,Woodside,Y
718-457-5659,TX,Round Rock,Y
512-712-1148,CA,Cupertino,Y
408-654-2995,AK,Anchorage,N
907-806-3670,NY,Massapequa,N
516-927-3393,NV,Reno,Y
775-367-7847,CA,Torrance,Y
310-527-4816,MD,Rosedale,Y
410-991-2269,FL,West Palm Beach,Y
561-371-7993,CO,Denver,Y
303-826-7929,NC,Burlington,Y
336-873-5882,CA,Los Angeles,N
213-904-7514,SC,Abbeville,N
864-568-4779,NJ,Jersey City,N
201-258-6304,OH,Burton,Y
440-621-3322,MD,Columbia,Y
410-356-6745,NE,Omaha,Y
402-740-7647,ID,Nampa,Y
208-308-6186,NJ,Eatontown,N
732-788-5899,LA,Youngsville,N
337-258-4598,WI,Milwaukee,Y
414-906-4143,TX,Irving,Y
972-263-8178,TX,Carrollton,Y
972-350-2361,PA,Philadelphia,Y
215-889-6886,MA,Haverhill,Y
978-367-3572,FL,Tallahassee,Y
850-763-4588,AR,Springdale,N
479-297-6139,FL,Tampa,N
813-389-5506,LA,Lafayette,N
337-920-7077,CA,Montclair,Y
909-538-2047,MD,Gaithersburg,Y
301-479-8751,CA,San Diego,Y
858-448-9679,CA,Venice,Y
310-521-4027,CO,Denver,N
303-688-9343,DC,Washington,N
202-455-3223,NJ,Roseland,Y
973-472-8997,MA,Worcester,Y
508-848-2801,HI,Pearl City,Y
808-686-7646,CA,San Leandro,Y
510-238-3715,OH,Dayton,Y
937-458-6214,CT,Bridgeport,Y
203-286-9975,CO,Colorado Springs,N
719-277-9608,MA,Abington,N
781-576-1658,MI,Adrian,N
517-288-2266,TX,Houston,Y
713-339-3234,IN,Elkhart,Y
574-261-4246,CA,Arcata,Y
707-522-2816,TX,Edinburg,Y
956-266-5260,TX,Laredo,N
956-367-1147,MO,Eldon,N
573-808-6406,MI,Grand Rapids,Y
616-246-8408,MO,Kansas City,Y
816-800-5529,DC,Washington,Y
202-483-5236,IN,Edinburgh,Y
812-645-2511,MA,Fall River,Y
508-551-6757,AZ,Phoenix,Y
602-990-5398,OR,Bend,N
541-494-8068,NY,New York,N
212-844-4182,TN,Memphis,N
901-927-9585,NY,White Plains,Y
914-559-6187,CA,Encino,Y
818-923-6676,NJ,Somerville,Y
908-830-1269,TX,Dallas,Y
214-664-6585,NJ,Edison,N
732-209-7260,CA,San Jose,N
408-705-9191,AZ,Tempe,Y
480-951-2129,NJ,East Rutherford,Y
201-895-9689,NJ,Little Falls,Y
973-271-1980,MD,Easton,Y
410-311-5086,TN,Memphis,Y
901-867-7725,CA,Santa Barbara,Y
805-437-5889,MA,Southbridge,N
508-933-3966,TX,Austin,N
512-577-3377,NJ,Union,N
908-528-7810,FL,Miami,Y
305-407-5191,OH,Richfield,Y
330-553-6375,IL,Chicago,Y
312-724-5781,MN,Burnsville,Y
952-467-3626,WI,Plover,N
715-248-9258,SC,Columbia,N
803-234-1773,CA,San Francisco,Y
415-907-1832,KS,Wichita,Y
316-337-9602,UT,Salt Lake City,Y
801-253-2673,HI,Honolulu,Y
808-518-6288,RI,East Greenwich,Y
401-316-8921,CO,Denver,Y
303-834-2972,TX,Abilene,N
325-372-3094,CA,Chatsworth,N
818-427-7738,NY,Utica,N
315-804-1125,IN,Daleville,Y
765-268-2759,DC,Washington,Y
202-744-1403,MI,Adrian,Y
517-900-5903,NJ,Newton,Y
973-363-8381,NY,New York,N
212-969-9722,LA,Prairieville,N
225-871-8796,AZ,Phoenix,Y
602-708-7974,OH,Alliance,Y
330-323-6868,NY,Long Island City,Y
718-811-9657,NJ,Totowa,Y
973-960-8820,MD,Catonsville,Y
410-900-3883,VA,Arlington,Y
703-941-3556,OH,Toledo,N
419-918-6158,CA,Santa Fe Springs,N
562-412-5008,NJ,Monmouth Junction,N
732-563-7958,NY,New York,Y
212-978-9342,NY,New York,Y
212-321-4955,AK,Anchorage,Y
907-644-8417,NJ,Elizabeth,Y
908-436-8237,NJ,Flemington,N
908-352-4563,NJ,Caldwell,N
973-461-1561,OK,Oklahoma City,Y
405-349-9835,NJ,Jersey City,Y
201-475-9951,CA,Bellflower,Y
562-545-9688,VA,Richmond,Y
804-248-8606,MI,Port Huron,Y
810-559-5893,CA,Montebello,Y
323-342-9242,MD,Rockville,N
301-593-7356,IA,Davenport,N
563-315-6200,TN,Gallatin,N
615-529-2080,AR,North Little Rock,Y
501-707-3597,OH,Dayton,Y
937-789-4155,NY,Mamaroneck,Y
914-363-5247,PA,Greensburg,Y
724-281-9818,CO,Denver,N
303-988-2608,NY,New York,N
212-606-4054,NY,Rochester,Y
585-362-6946,CA,Hayward,Y
510-219-7984,IN,Hammond,Y
219-492-9827,NY,New York,Y
212-464-8001,NJ,Somerville,Y
908-768-5020,TN,Selmer,Y
731-371-4428,NY,Staten Island,N
718-734-9518,WY,Cheyenne,N
307-265-3574,MO,Springfield,N
417-779-1936,LA,Larose,Y
985-230-4329,NY,Churchville,Y
585-909-3748,SC,Columbia,Y
